010010010260001;  ;47;47;
010010010262002;  ;47;47;
010010020260001;  ;47;47;
010010020262002;  ;47;47;
010010030260001;  ;47;47;
010010030261001;  ;47;47;
010010030262003;  ;47;47;
010010030262008;  ;47;47;
010010040260001;  ;47;47;
010010040261001;  ;47;47;
010010040262004;  ;47;47;
010010040262006;  ;47;47;
010011720220003;  ;47;47;
010011720221003;  ;47;47;
010011720222004;  ;47;47;
010011720222006;  ;47;47;
010011720222007;  ;47;47;
010011720222008;  ;47;47;
010011720222009;  ;47;47;
010011720222016;  ;47;47;
010011720222017;  ;47;47;
010011720222019;  ;47;47;
010750030260002;  ;49;49;
010750030262001;  ;49;49;
010750040260002;  ;47;47;
010750040261002;  ;47;47;
010750040262001;  ;47;47;
010750100260009;  ;49;49;
010750100262007;  ;49;49;
010750100262010;  ;49;49;
010750120260001;  ;49;49;
010750120261001;  ;49;49;
010750120262001;  ;49;49;
020020010220001;  ;59;59;
020020010222004;  ;59;59;
020020050260001;  ;59;59;
020020050261001;  ;59;59;
020020050262002;  ;59;59;
020440010260001;  ;59;59;
020440010262001;  ;59;59;
020440320032003;  ;59;59;
020440430032001;  ;59;59;
020440550022001;  ;59;59;
020440640022001;  ;59;59;
020441330170001;  ;59;59;
020610010260001;  ;59;59;
020610010261001;  ;59;59;
020610010262001;  ;59;59;
020610010262002;  ;59;59;
020610010262003;  ;59;59;
020610010262006;  ;59;59;
020610010262010;  ;59;59;
020610380260001;  ;59;59;
020610380262001;  ;59;59;
020771000260001;  ;59;59;
020771000262004;  ;59;59;
020771010260001;  ;59;59;
020771010262005;  ;59;59;
020910160042001;  ;59;59;
020910170220001;  ;58;58;
020910170221001;  ;58;58;
020910170222002;  ;58;58;
020910370041001;  ;59;59;
020910370042002;  ;59;59;
020910370042003;  ;59;59;
020910430042001;  ;58;58;
020910660220001;  ;59;59;
020910660221001;  ;59;59;
020910660222001;  ;59;59;
020910810160001;  ;59;59;
020910840260001;  ;58;58;
020910840261002;  ;58;58;
020910840262004;  ;58;58;
020910840262005;  ;59;58;
030030010260001;  ;51;51;
030030010261001;  ;51;51;
030030010262001;  ;51;51;
030030020260001;  ;51;51;
030030020261002;  ;51;51;
030030020262003;  ;51;51;
030030020262004;  ;51;51;
030030020262005;  ;51;51;
030250100260001;  ;51;51;
030250100262002;  ;51;51;
030250200260001;  ;55;55;
030250200262003;  ;55;55;
030250300260001;  ;54;54;
030250300262002;  ;54;54;
030250400260001;  ;54;54;
030250400261001;  ;54;54;
030250400262002;  ;51;54;
030250400262004;  ;54;54;
030250400262006;  ;54;54;
030250400262008;  ;54;54;
030250500260001;  ;54;54;
030250500261001;  ;54;54;
030250500262002;  ;54;54;
030262010260003;  ;51;51;
030262010261001;  ;51;51;
030262010262001;  ;51;51;
030262020260002;  ;51;51;
030262020261001;  ;51;51;
030262020262001;  ;51;51;
030262030260001;  ;51;51;
030262030261002;  ;51;51;
030262030262004;  ;51;51;
030262030262008;  ;51;51;
030262040260002;  ;49;49;
030262040262001;  ;49;49;
040041000260001;  ;35;35;
040041000260002;  ;35;35;
040041000260003;  ;35;35;
040041000261002;  ;35;35;
040041000261003;  ;35;35;
040041000262003;  ;35;35;
040041000262004;  ;35;35;
040041000262005;  ;35;35;
040041000262007;  ;35;35;
040041000262008;  ;35;35;
040041000262009;  ;35;35;
040041000262010;  ;35;35;
040042000260003;  ;35;35;
040042000261001;  ;35;35;
040042000262001;  ;35;35;
040042000262002;  ;35;35;
040042000262004;  ;35;35;
040042000262005;  ;35;35;
041011220220002;  ;34;34;
041011220221005;  ;34;34;
041011220222005;  ;34;34;
041011220222006;  ;34;34;
041011220222007;  ;34;34;
041011220222008;  ;34;34;
041011220222010;  ;34;34;
041011220222011;  ;34;34;
041011220222013;  ;34;34;
041011220222014;  ;34;34;
041011220222015;  ;34;34;
041011310041002;  ;34;34;
041011310042001;  ;34;34;
041011310042002;  ;35;34;
041011310042003;  ;35;34;
041011330041001;  ;35;35;
041011330042001;  ;35;35;
041011340042001;  ;34;34;
041011400041001;  ;34;34;
041011400042001;  ;34;34;
041011400042002;  ;34;34;
041012050250001;  ;34;34;
041012050250002;  ;34;34;
041012050250003;  ;35;34;
041012050250004;  ;34;34;
041012050251001;  ;34;34;
041012050251006;  ;35;34;
041012050251008;  ;34;34;
041012050251009;  ;34;34;
041012050251010;  ;34;34;
041012050252014;  ;34;34;
041012050252016;  ;34;34;
041012050252017;  ;35;34;
041012050252018;  ;35;34;
041012050252019;  ;34;34;
04101205025201C;  ;34;34;
041012050252020;  ;35;34;
041012050252022;  ;34;34;
041012050252024;  ;34;34;
041012050252027;  ;34;34;
041012050252029;  ;35;34;
04101205025202C;  ;34;34;
041012050252034;  ;34;34;
041012050252037;  ;34;34;
041012050252039;  ;35;34;
04101205025203C;  ;34;34;
041012050252040;  ;34;34;
041012050252041;  ;34;34;
041012050252043;  ;34;34;
041012050252046;  ;34;34;
041012050252047;  ;34;34;
041012050252051;  ;34;34;
041012050252054;  ;34;34;
041012050252056;  ;35;34;
041012050252059;  ;35;34;
041012050252062;  ;34;34;
041012050252063;  ;34;34;
041012050252064;  ;34;34;
041012050252066;  ;34;34;
041012050252067;  ;35;34;
041012050252078;  ;34;34;
041012050252080;  ;34;34;
041012050252082;  ;35;34;
041012050252084;  ;34;34;
041012050252085;  ;34;34;
041012050252086;  ;34;34;
041012070160001;  ;34;34;
041013200260001;  ;34;34;
041013200261002;  ;34;34;
041013200262003;  ;34;34;
041013200262004;  ;34;34;
041013200262005;  ;34;34;
041013210260001;  ;45;45;
041013210261001;  ;45;45;
041013210262002;  ;45;45;
041013220260001;  ;45;45;
041013220261001;  ;45;45;
041013220262001;  ;45;45;
041013230260001;  ;45;45;
041013230261002;  ;45;45;
041013230262003;  ;45;45;
041013230262005;  ;45;45;
050160150041011;  ;27;27;
050160150041014;  ;33;27;
050160150041016;  ;27;27;
050160150041018;  ;27;27;
050160150042001;  ;27;27;
050160150042003;  ;33;27;
050160150042004;  ;27;27;
050160150042005;  ;27;27;
050160150042006;  ;27;27;
050160150042007;  ;27;27;
050160150042008;  ;27;27;
050160150042009;  ;27;27;
050160150042010;  ;27;27;
050160150042013;  ;27;27;
050160150042015;  ;27;27;
050160150042018;  ;33;27;
050160150042019;  ;27;27;
050160150042020;  ;27;27;
050160150042023;  ;27;27;
050160210041002;  ;27;27;
050160210041006;  ;30;27;
050160210041007;  ;27;27;
050160210042003;  ;27;27;
050160210042004;  ;29;27;
050160210042007;  ;27;27;
050160210042009;  ;27;27;
050160210042010;  ;27;27;
050160210042011;  ;27;27;
050160210042013;  ;27;27;
050160210042014;  ;30;27;
050160210042015;  ;30;27;
050160230021002;  ;27;27;
050160230022001;  ;27;27;
050160230022004;  ;27;27;
050160230022005;  ;27;27;
050160250021014;  ;33;33;
050160250021015;  ;27;33;
050160250022002;  ;33;33;
050160250022004;  ;27;33;
050160250022005;  ;27;33;
050160250022009;  ;27;33;
050160250022011;  ;27;33;
050160250022016;  ;33;33;
050160250022018;  ;27;33;
050160260021006;  ;29;29;
050160260022001;  ;27;29;
050160260022003;  ;29;29;
050160270021005;  ;29;29;
050160270022002;  ;30;29;
050160270022004;  ;29;29;
050160280021004;  ;29;29;
050160280022002;  ;29;29;
050160280022003;  ;29;29;
050160280022006;  ;29;29;
050160290022001;  ;09;09;
050160290022002;  ;09;09;
050160300021001;  ;09;09;
050160300022002;  ;09;09;
050160300022003;  ;29;09;
050160310021001;  ;29;29;
050160310022002;  ;29;29;
050160340041006;  ;09;09;
050160340041007;  ;09;09;
050160340042001;  ;09;09;
050160340042002;  ;09;09;
050160340042003;  ;08;09;
050160340042004;  ;09;09;
050160340042005;  ;09;09;
050160340042008;  ;09;09;
050160350021001;  ;29;29;
050160350022001;  ;29;29;
050160350022002;  ;29;29;
050160360021005;  ;09;09;
050160360022001;  ;09;09;
050160360022002;  ;09;09;
050160360022003;  ;09;09;
050160360022004;  ;09;09;
050160370021001;  ;09;09;
050160370022003;  ;09;09;
050160380022001;  ;09;09;
050160390021008;  ;09;09;
050160390022002;  ;09;09;
050160390022003;  ;09;09;
050160390022005;  ;09;09;
050160390022006;  ;09;09;
050160390022007;  ;09;09;
050160540041001;  ;28;28;
050160540041012;  ;28;28;
050160540041018;  ;22;28;
050160540041019;  ;28;28;
050160540041020;  ;28;28;
050160540042002;  ;28;28;
050160540042003;  ;22;28;
050160540042005;  ;28;28;
050160540042006;  ;22;28;
050160540042007;  ;28;28;
050160540042008;  ;28;28;
050160540042009;  ;28;28;
050160540042010;  ;28;28;
050160540042011;  ;22;28;
050160540042013;  ;22;28;
050160540042015;  ;28;28;
050160540042018;  ;28;28;
050160540042019;  ;22;28;
050160540042022;  ;22;28;
050160540042023;  ;28;28;
050160540042026;  ;22;28;
050160540042027;  ;28;28;
050160540042028;  ;28;28;
050160540042029;  ;28;28;
050160540042030;  ;28;28;
050160540042031;  ;28;28;
050160540042032;  ;22;28;
050160570021004;  ;33;33;
050160570022002;  ;33;33;
050160570022005;  ;33;33;
050160570022008;  ;33;33;
050160590041010;  ;33;33;
050160590041012;  ;33;33;
050160590041016;  ;33;33;
050160590042001;  ;33;33;
050160590042002;  ;33;33;
050160590042003;  ;33;33;
050160590042006;  ;33;33;
050160590042008;  ;33;33;
050160590042009;  ;33;33;
050160590042014;  ;33;33;
050160590042016;  ;33;33;
050160590042018;  ;33;33;
050160590042019;  ;33;33;
050160590042020;  ;33;33;
050160620041001;  ;33;33;
050160620041003;  ;33;33;
050160620042001;  ;33;33;
050160620042002;  ;29;33;
050160620042004;  ;33;33;
050160620042005;  ;33;33;
050160620042008;  ;29;33;
050160620042009;  ;33;33;
